id;t-cell GSM1313610;pancreatic - GSM524168;muscle - GSM624967;artery_GSM346560;liver - GSM391702
hsa:4520;7,32729215;3,91319545;10,28057153;8,197252946;10,09186875
hsa:4521;7,097802638;4,82527683;9,150255021;7,532340339;5,885086225
hsa:4522;6,68851609;5,061333987;11,52876604;9,105816864;13,81017998
hsa:4524;6,808063214;6,330674491;8,863710921;8,085537729;8,243095285
hsa:4528;7,025263935;8,942749071;12,40591261;8,380928539;10,68947389
hsa:4534;6,604648108;5,689896579;9,775983223;7,165322645;5,626588017
hsa:4542;6,815152702;4,173926932;8,088523257;8,199996179;10,50937915
hsa:4543;6,6102586;-0,454031631;7,265849421;7,02850285;6,159871337
hsa:4544;6,555895894;4,591559746;6,768184325;7,022256832;6,859224162
hsa:4547;6,686654593;1,232660757;8,761551232;6,61636799;12,9739305
hsa:4548;8,043147617;7,160039981;12,41911503;9,216243858;9,344961614
hsa:4552;7,094202859;4,84026815;12,38738508;8,251244154;9,342149085
hsa:4580;6,767545511;5,798569004;11,06265332;8,152371046;11,4261599
hsa:4582;7,344583385;4,540593117;8,644048197;7,236507694;6,804289907
hsa:4583;6,704304843;6,622198279;6,905687849;7,876627447;7,550746785
hsa:4584;Nan;6,552501741;11,20829533;8,802154434;10,58571371
hsa:4585;6,747133217;3,962694618;7,448437853;6,534707929;6,885474132
hsa:4586;Nan;4,938076951;Nan;Nan;Nan
hsa:4588;Nan;3,607458039;Nan;Nan;Nan
hsa:4589;6,639729958;2,715893371;7,441534673;6,384137104;5,586992458
hsa:4591;6,873052262;8,997917376;10,52393031;9,044112657;10,4708622
hsa:4593;6,590840014;3,174881872;9,385694243;6,550506439;6,204846194
hsa:4594;6,991707367;7,816042569;12,32882193;9,292895055;12,54872648
hsa:4302;8,064640385;3,801296402;11,4801561;Nan;Nan
hsa:4595;6,720959781;6,448570626;11,10374677;9,399991351;10,48482289
hsa:4597;7,934646235;5,095502518;6,076815597;7,645838533;8,50779464
hsa:4598;6,907287282;6,901209483;8,454150485;8,313479116;9,524393207
hsa:4599;8,802538983;7,153906645;9,586839788;9,889009545;10,12127448
hsa:4600;6,921781443;5,363521544;10,38154295;8,831573271;9,535275377
hsa:4601;7,016275068;8,802677912;13,76179014;11,01325986;12,22797687
hsa:4602;6,852061279;3,806886669;10,46782805;6,613558119;5,433568435
hsa:4603;6,645211686;2,132014854;9,503419108;8,427970655;8,109569509
hsa:4604;6,62647221;4,200064862;18,41662437;6,409760898;8,031770114
hsa:4605;7,072127243;7,321837924;8,001689668;7,643913896;8,210914816
hsa:4606;6,839480961;3,260025656;17,46298147;7,467858203;5,928370323
hsa:4607;6,739146022;6,862327401;10,82033854;8,10137694;8,317412614
hsa:4608;6,641362502;3,609991295;8,87282876;7,767615076;5,875288598
hsa:4609;10,27859623;3,275223546;10,00996854;11,91089752;6,121015401
hsa:4610;6,721031182;4,813828226;7,035626404;7,909522592;7,821274327
hsa:4613;6,669056537;;7,546394619;6,79151381;5,88994793
hsa:4615;6,893301531;8,681695222;10,79830978;10,48034592;12,97749459
hsa:4616;11,04159071;6,659541164;9,107948973;11,76379799;11,26140186
hsa:4617;6,752990068;2,503348735;11,31220228;6,280583347;7,315602457
hsa:4618;6,691518773;5,155425432;14,7940909;7,529102543;6,578938713
hsa:4619;6,637194349;2,232660757;18,71591508;5,990732541;3,263034406
hsa:4620;6,677804193;5,34020618;18,50487329;7,138210353;8,141085319
hsa:4621;6,763052981;4,839455765;6,395748328;6,305532832;7,706668682
hsa:4622;6,583318997;3,886550147;14,10779737;5,963587408;6,82527683
hsa:4624;Nan;Nan;18,13009793;6,006787218;4,070389328
hsa:4625;Nan;Nan;18,13009793;6,006787218;4,070389328
hsa:4626;6,577134216;2,96689597;12,41923858;6,752081169;5,498257481
hsa:4627;9,302357986;0,941106311;11,01715639;11,85465025;11,38564674
hsa:4628;8,55880334;6,069305793;7,363063461;12,23086263;8,112163231
hsa:4629;6,489471759;;7,968255434;12,83161994;6,753276159
hsa:4343;7,665421197;4,882770736;9,234980229;Nan;Nan
hsa:4632;6,727929101;-0,200912694;18,7313787;7,227336763;6,518849829
hsa:4633;6,814061026;-0,184424571;18,95956902;6,802645604;4,336283388
hsa:4634;6,657268423;4,66106548;16,80245326;7,754386479;6,590961241
hsa:4635;6,632155875;4,849835898;11,33263154;7,567679179;10,44112541
hsa:4636;6,634593666;4,032982417;12,84613677;7,319816609;9,306517445
hsa:4637;Nan;12,47921486;Nan;Nan;Nan
hsa:4638;7,807037769;4,755262034;7,691885692;12,08919224;13,61843139
hsa:4640;6,623302101;4,077242999;10,20884399;7,133316918;9,268658955
hsa:4641;7,21195147;6,19691001;12,0478788;10,92440664;12,15498081
hsa:4642;9,069892779;5,677920587;7,850103001;10,045473;8,677719642
hsa:4643;6,874993639;4,912649865;7,323730338;8,657207675;9,988968654
hsa:4644;7,822774754;3,296729207;7,692662;6,972829998;8,23700572
hsa:4646;6,99250787;5,869098649;7,888013902;8,153180092;5,826092221
hsa:4647;6,825722038;4,429092292;6,950053721;7,164256901;8,593186144
hsa:4648;6,601663836;0,625823031;7,391498383;6,199405443;5,80881618
hsa:4649;6,868788796;6,697098965;11,05505441;9,109984708;10,34706766
hsa:4650;7,08317081;1,688838863;10,40446967;8,678527332;8,989165845
hsa:4651;6,883718557;4,766270623;9,260970465;7,387512444;6,577886045
hsa:4653;6,976314449;3,812498225;11,88988417;9,415796687;6,006746832
hsa:4654;6,611010038;2,173127433;11,70507075;7,929151867;7,532161085
hsa:4656;6,702989923;6,865176497;10,36051791;7,327364015;8,09011242
hsa:4659;6,704028117;6,45056085;11,28330183;10,20892486;7,020962489
hsa:4660;8,175244792;3,24067406;9,673167804;10,6188185;7,722882158
hsa:4661;6,759222426;5,730718336;8,880752853;7,585175774;8,116849591
hsa:4664;7,129149046;4,302432004;9,567930782;8,180612905;9,078985677
hsa:4665;6,920579143;5,582791161;7,247159012;8,645851487;7,470938024
hsa:4666;Nan;7,122301911;Nan;Nan;Nan
hsa:4668;8,157968348;4,385105834;9,707940296;7,889422193;10,62235687
hsa:4669;6,930358876;4,377941253;7,995412502;7,321062641;8,804200876
hsa:4670;Nan;4,292045492;Nan;Nan;Nan
hsa:4671;6,608806164;5,605460012;7,671400381;8,361015573;6,2221575
hsa:4673;8,149428202;8,724114471;12,83803426;10,337554;10,77811578
hsa:4674;6,685493017;10,39227448;8,111657346;8,783603981;5,09592442
hsa:4675;6,77200439;9,739797483;8,843607046;10,14543546;7,741466986
hsa:4676;7,388835298;4,733383341;9,502753481;9,277750011;10,69522829
hsa:4677;7,47527137;10,90337848;14,59254463;10,17252752;12,78025268
hsa:4678;7,007049699;3,35560654;7,15073913;8,583046653;9,640624172
hsa:4680;6,699829218;4,539975344;8,759976496;7,593120238;7,618605236
hsa:4508;Nan;13,07732145;Nan;Nan;Nan
hsa:4681;Nan;Nan;10,38963134;10,60692334;10,66888498
hsa:4512;Nan;12,83704049;19,21629116;Nan;Nan
hsa:4682;8,338125754;8,360144765;12,15459663;8,357424444;9,986979709
hsa:4513;Nan;13,16414328;Nan;Nan;Nan
hsa:4683;7,056491579;5,136042477;9,665062081;7,722223121;9,047702651
hsa:4515;Nan;5,819817369;Nan;Nan;Nan
hsa:4684;6,871181275;4,96073417;8,416884117;7,357505472;6,895064001
hsa:4685;6,555974095;2,35424123;8,099496809;6,423460519;8,160375687
hsa:4686;7,874846137;6,091923575;9,090244551;7,334401969;4,677976756
hsa:4688;10,19560597;4,169123281;6,760220946;7,154605486;9,488442705
hsa:4689;7,79723033;4,018812186;6,617323178;7,163372519;8,116673282
hsa:4690;6,829558348;5,05608175;11,06682686;8,480167345;8,691093619
hsa:4691;9,498817607;10,59492172;11,92941801;11,46433643;13,48722455
hsa:4536;Nan;12,10820644;18,40538665;Nan;Nan
hsa:4692;9,581426574;9,732354006;12,37161331;10,6737684;9,912889336
hsa:4538;Nan;12,27613313;Nan;Nan;Nan
hsa:4693;6,713173403;5,904002316;8,301496195;6,25558193;7,813139851
hsa:4541;Nan;8,853340748;13,13450654;Nan;Nan
hsa:4694;8,9832188;11,42187022;15,54083032;10,81094913;13,85707708
hsa:4695;8,333061404;6,313697692;9,344899956;8,31431971;9,187284003
hsa:4696;8,532987027;8,960986569;15,82216997;9,211496548;13,006852
hsa:4697;9,916249713;9,409709143;17,75505708;11,8404593;13,96948546
hsa:4698;9,160532;5,789402346;12,47837217;8,390134831;9,331143576
hsa:4700;7,458242545;10,28181453;14,18248201;9,267666531;11,36529025
hsa:4701;6,909761106;5,573383551;9,759003406;8,426260561;8,649256178
hsa:4702;7,561173365;9,048949988;14,85578828;8,857306129;11,72966323
hsa:4703;6,590588547;0,699347429;15,43504264;6,868236695;7,849854369
hsa:4704;7,255708436;10,05738258;14,30702288;9,003635965;12,76053284
hsa:4705;Nan;9,37875003;Nan;Nan;Nan
hsa:4706;9,823053507;12,06074321;16,39466532;10,60249474;13,86622607
hsa:4707;6,766634912;5,780104211;12,79765018;10,83108552;14,10382052
hsa:4708;9,558625431;7,309732954;13,34497712;9,488019318;13,185469
hsa:4709;9,150575354;11,3763859;15,20619784;9,745365082;12,39116302
hsa:4710;Nan;3,260025656;Nan;Nan;Nan
hsa:4711;8,772740143;9,724513853;15,61759947;9,869825149;12,1210154
hsa:4712;7,935364835;;12,23405484;11,04039247;12,40042586
hsa:4713;7,921757645;6,067403666;11,56640247;7,564420413;9,27829023
hsa:4714;10,79742646;11,54816205;13,83584428;9,960785867;12,41734913
hsa:4717;7,290645569;5,727564876;14,30324286;10,90546222;12,63825489
hsa:4719;6,806311167;4,67444045;11,85881139;8,553406585;10,89307396
hsa:4720;7,873966956;8,390469934;14,46896762;9,662130713;13,54399845
hsa:4722;Nan;Nan;11,056028;Nan;Nan
hsa:4723;9,037283374;6,870624827;10,95405308;9,591455025;13,68735381
hsa:4724;7,719279288;7,218617622;11,40844656;9,721085514;12,15345703
hsa:4726;6,533586708;11,77998194;14,01348843;10,53824714;12,91906815
hsa:4729;9,634086799;9,81087685;16,04523707;9,518806563;13,59481444
hsa:4733;7,151889251;10,29511458;14,30261751;9,932182265;11,77421053
hsa:4734;6,720932914;3,852997588;14,14747525;8,654585909;9,586276858
hsa:4735;9,008036363;5,150005981;11,61473351;10,98591275;10,53814397
hsa:4736;Nan;Nan;9,184131494;Nan;Nan
hsa:4738;9,300551925;10,57240654;14,03265705;10,35367616;11,71643366
hsa:4739;7,076594848;2,467427887;9,787336158;10,23930503;8,556483957
hsa:4741;7,907822035;5,599004344;5,917509759;6,60865994;8,782998209
hsa:4744;6,900395893;7,800576389;7,244445184;6,550177632;5,233770359
hsa:4745;6,940201995;4,325606359;6,401319914;7,368637411;5,99095486
hsa:4747;6,808282071;4,211644911;8,530010141;6,462690154;6,329940283
hsa:4750;8,119205716;3,877521912;8,735482159;7,656786421;7,243957063
hsa:4751;7,010510598;3,525320145;8,833158364;7,221860174;6,284379715
hsa:4752;6,888676703;3,254558536;9,462548759;7,705604551;8,195399759
hsa:4753;7,402304354;7,202907418;10,34861751;7,284162448;9,106170317
hsa:4756;8,182965359;6,070538767;12,6474878;9,189431717;8,921840937
hsa:4758;7,263363107;6,221877081;9,9479291;8,125496129;10,52385595
hsa:4759;6,707883653;5,561326136;6,033423002;7,432216161;5,705977902
hsa:4760;6,878099973;11,15226773;10,2265946;5,927704492;4,343407822
hsa:4761;6,588059457;3,336440284;9,660984205;7,344473459;9,914684105
hsa:4439;Nan;4,361541022;Nan;Nan;Nan
hsa:4762;6,708007854;0,734779348;9,086667018;7,047909135;6,995484519
hsa:4763;Nan;Nan;8,573619361;7,695858264;8,303877235
hsa:4771;6,686135387;4,481756581;9,029463085;6,799844997;6,910564393
hsa:4772;7,189502433;4,702444186;10,02272096;8,6480404;8,115514736
hsa:4775;Nan;4,539020633;Nan;Nan;Nan
hsa:4776;6,684636426;4,668757166;8,515727825;8,312766394;8,804495068
hsa:4778;7,522181326;3,809414444;6,336283388;6,518089736;8,21042783
hsa:4779;7,604204791;7,967399055;16,04272059;10,8002865;12,7405057
hsa:4780;Nan;Nan;10,83912504;Nan;Nan
hsa:4781;9,310540664;3,662942901;10,08210584;9,457738507;7,318996797
hsa:4489;11,41405623;Nan;Nan;Nan;Nan
hsa:4782;7,297529072;5,293724752;12,96681427;9,169547777;9,520963747
hsa:4490;6,743420717;Nan;Nan;Nan;Nan
hsa:4783;9,097276313;10,65869349;9,162643086;12,03246938;11,59142884
hsa:4784;6,926616229;1,645407129;8,819548607;7,807734868;7,171927354
hsa:4645;6,722233754;5,326417715;7,696444253;Nan;Nan
hsa:4790;8,403365728;6,363871925;11,95372358;8,216828296;10,53653864
hsa:4791;7,918536716;4,458973402;8,626003329;7,458954595;7,854062271
hsa:4792;12,21539952;3,44598055;10,31304923;10,33680779;14,62703793
hsa:4793;6,900826859;4,405095457;7,276385402;9,431150673;6,83780436
hsa:4794;8,638533659;7,080657663;10,02139644;7,426507979;7,400879436
hsa:4795;6,786165057;5,283527198;7,312882955;7,743918832;7,756889855
hsa:4796;6,716263878;3,480614434;6,940427809;6,508926157;5,66106548
hsa:4798;6,588282887;4,743091647;8,164047519;8,213267391;10,28914553
hsa:4799;6,756604894;2,480329529;10,83213565;8,096563803;9,041304605
hsa:4800;7,023415683;4,345639084;7,856269358;7,501003946;8,646973222
hsa:4801;6,722862165;5,387194918;10,71571637;8,823200225;7,394143556
hsa:4802;8,980036728;5,699825176;10,71006093;7,96021235;9,445345316
hsa:4803;7,381369904;2,533563348;9,427312844;7,28296793;6,685099172
hsa:4804;6,785171258;7,206330648;9,067434361;7,207678149;9,610286657
hsa:4807;6,580146992;4,886550147;6,987548259;7,673937964;7,414473836
hsa:4808;6,580165309;3,994532122;6,951879198;6,279851265;6,774384372
hsa:4809;Nan;10,4192966;Nan;Nan;Nan
hsa:4811;7,638160744;5,270832191;9,734551151;8,613735958;9,892123068
hsa:4814;8,226956412;6,408542042;9,490449794;9,433022023;11,64421682
hsa:4815;6,639653274;5,695993813;7,578183968;7,257397272;7,220136447
hsa:4817;6,58666718;6,677806816;10,64831901;9,010883316;12,25367024
hsa:4818;6,835052435;0,659924558;5,381975479;7,344979361;9,584398838
hsa:4820;6,970071369;4,289604912;10,0876541;8,465543388;7,185948641
hsa:4821;6,678198699;9,191330697;7,122051448;6,733557714;6,74281467
hsa:4824;6,948846103;3,550433348;8,743045842;7,989039556;8,472001919
hsa:4825;6,52440694;3,56315813;8,536441505;6,706668682;6,495055528
hsa:4826;6,610775048;7,515857501;10,13378441;6,753551055;6,971543554
hsa:4828;6,764486821;7,358255587;10,26936048;8,228688842;8,843607046
hsa:4829;6,645759291;3,833902077;6,584962501;6,761896906;7,672425342
hsa:4830;Nan;11,50669932;Nan;Nan;Nan
hsa:4832;7,074141463;7,780310099;9,095660745;9,562763303;8,170926525
hsa:4833;8,816948435;8,801288017;11,25372932;9,561627812;12,65015421
hsa:4835;6,741399569;7,783129208;10,51851679;8,194269309;12,76034571
hsa:4836;7,187500542;4,265955962;9,202722413;8,390662582;9,65979035
hsa:4838;6,487770911;3,392797222;8,118531964;7,474695614;8,562624039
hsa:4839;6,865712921;8,521247083;11,40524785;7,912146846;10,78053977
hsa:4841;8,119270435;6,371333662;11,72982428;10,25526581;11,39913414
hsa:4842;6,630331203;5,108257246;10,42607886;7,2345108;8,256711993
hsa:4843;6,68403669;-0,043943348;6,0725346;7,770782805;8,781031791
hsa:4846;6,709800673;2,540566097;8,319911678;6,830851084;7,034523875
hsa:4848;7,669707122;5,907002925;9,299819203;8,399632195;10,21229163
hsa:4849;6,737010678;5,854756675;8,906079833;7,050689426;7,382594932
hsa:4850;7,335798506;2,084723353;10,22778721;7,277074232;7,795495321
hsa:4851;6,83891396;5,992859587;9,944091274;8,602171791;10,18214602
hsa:4852;6,600677119;10,82340705;7,282625134;7,526538363;9,220861967
hsa:4853;Nan;2,82984956;Nan;Nan;Nan
hsa:4854;6,810571635;5,753002518;9,789551287;10,75678535;8,595598984
hsa:4855;6,623288931;4,22408319;9,471909572;7,896144675;8,58458675
hsa:4856;6,773165587;3,80926521;10,24555354;11,87200045;7,673057274
hsa:4857;7,14298177;8,095950785;7,981960557;7,60393708;5,660415059
hsa:4858;6,721003462;3,593835627;7,986010026;7,314952188;7,115250608
hsa:4860;9,28861234;7,521286349;9,294850459;9,308288967;11,22086197
hsa:4861;6,489542936;5,03265128;8,892334235;6,645672717;4,97516734
hsa:4862;6,674545394;4,978105706;8,386558871;7,410912368;8,549855268
hsa:4863;6,712004165;6,283260795;8,694633458;7,48505912;7,156653931
hsa:4864;Nan;4,951401292;Nan;Nan;Nan
hsa:4867;6,721073298;3,607210492;10,71647652;6,25401384;7,868513924
hsa:4868;6,830217289;4,333019046;6,318316841;6,109538169;6
hsa:4869;9,250468973;9,051345543;12,39700527;10,84950695;11,71091789
hsa:4715;8,615464118;11,76109408;16,51448445;Nan;Nan
hsa:4878;6,715907095;5,465648026;11,58857411;6,843795458;11,12992693
hsa:4716;8,945133609;7,036872965;15,50739971;Nan;Nan
hsa:4879;6,689033524;2,867896464;8,60399717;6,547926351;8,069315495
hsa:4880;6,620709562;0,956056652;15,42636305;6,493921079;7,110613806
hsa:4881;7,02001319;3,818540928;9,014231869;10,00677414;8,770733198
hsa:4882;7,261982057;2,730965789;9,132416462;8,34218455;7,524386021
hsa:4883;6,70509322;2,8172201;9,817380292;8,116362237;8,356001942
hsa:4884;6,656342049;4,429615964;5,754887502;8,076917116;8,905988629
hsa:4885;6,645528746;12,30481332;6,696272084;9,974959441;6,414473836
hsa:4886;7,403472249;3,200064862;8,168421411;10,7879352;9,11997861
hsa:4887;6,643281883;2,903381449;7,587070348;6,78355995;6,440876293
hsa:4731;6,816146743;8,404077136;13,43065821;Nan;Nan
hsa:4889;6,900109404;3,89917563;5,617651119;8,490698478;9,283782903
hsa:4891;7,703253003;4,272444611;9,30614367;7,694156431;8,773466727
hsa:4892;6,748192751;3,766654439;15,57578393;6,747790181;8,421644094
hsa:4893;8,785972235;5,635479495;9,888263754;7,3082298;8,092757141
hsa:4897;6,972152003;8,017849822;7,596844053;7,161537371;7,981235642
hsa:4898;7,712341278;6,396231954;12,80509582;9,104750746;11,68698193
hsa:4718;Nan;Nan;13,34249457;10,52210088;14,43488229
hsa:4899;6,675199578;7,072384737;9,680323794;7,283591262;7,172496165
hsa:4900;6,617718698;5,878725341;9,177917792;9,910599262;7,636624621
hsa:4901;6,695075138;3,666935666;8,093402381;7,775396177;6,722837757
hsa:4902;6,588996402;7,479780264;15,42688715;6,279514011;6,301953395
hsa:4904;Nan;4,011003112;Nan;Nan;Nan
hsa:4907;6,817149955;4,937142621;7,765534095;9,54423421;10,26502894
hsa:4725;Nan;Nan;15,05233454;11,70762659;13,78434857
hsa:4908;6,653260696;1,485426827;10,33035672;9,590025581;9,109569509
hsa:4913;7,130766169;7,002027365;9,421644094;7,458021023;10,18040649
hsa:4728;Nan;Nan;14,07015942;9,069070373;11,3447996
hsa:4914;6,624044853;0,963474124;5,757556689;6,370138119;4,185866545
hsa:4915;7,441003313;2,231521105;9,175071466;8,383620231;6,899115217
hsa:4916;6,586050062;3,564362694;8,743199711;9,668022347;7,784422099
hsa:4917;6,770360695;5,587765427;6,6794801;6,370976789;6,754887502
hsa:4919;7,349285751;6,524799707;7,602744239;8,967334761;4,674322774
hsa:4920;7,355368717;6,801246247;6,675251386;6,818479923;7,60659028
hsa:4921;7,601997824;4,635387759;10,37833098;9,004877747;9,536830005
hsa:4922;6,63980342;3,64731451;8,626074036;6,71183902;8,957682486
hsa:4923;6,724691195;6,329123596;6,943686952;7,47446038;5,153805336
hsa:4773;6,629302832;3,245037672;7,442135937;Nan;Nan
hsa:4924;7,943218087;8,238793828;11,35045923;9,111175132;12,0575172
hsa:4774;8,315374812;4,99259092;10,47840166;Nan;Nan
hsa:4925;8,369841591;7,929791882;10,50697116;8,236813075;9,846744023
hsa:4926;7,837480464;2,780633252;8,533475298;8,491727882;7,065620544
hsa:4927;7,028723845;4,760907996;9,478353355;7,545637303;7,615881478
hsa:4928;Nan;3,939226578;Nan;Nan;Nan
hsa:4929;9,348486585;5,624253271;7,588022809;12,39619744;5,267870309
hsa:4931;6,874681897;6,347134114;7,235535607;8,153861057;5,526694846
hsa:4935;6,82858081;4,343407822;7,400879436;7,627227439;4,981852653
hsa:4938;7,457861775;3,91595718;8,8596372;7,545355797;10,04033292
hsa:4939;6,876017589;;9,756629931;7,509274228;7,908159385
hsa:4940;6,802485617;3,037503273;8,565481218;8,092424173;9,799605422
hsa:4942;7,343954402;10,65267471;13,80057639;11,57157253;9,756222713
hsa:4946;12,42197801;7,521617161;16,91071887;11,55712155;14,16585729
hsa:4947;7,65854712;7,791699324;13,0594319;9,533653138;12,02709899
hsa:4948;6,571811791;4,872336288;8,534108305;9,311541714;7,047669251
hsa:4951;Nan;3,552131108;Nan;Nan;Nan
hsa:4952;7,081953792;4,581580461;10,55617496;8,183733471;9,207081908
hsa:4953;8,371985684;4,529213685;13,42542573;11,24445898;11,32434934
hsa:4956;6,758489739;6,220136447;8,789533645;6,940284229;9,773963368
hsa:4957;7,249299668;5,934828183;7,259557366;6,684916896;4,958842675
hsa:4958;7,82582378;2,538975148;7,203485697;9,262735431;4,980702503
hsa:4967;6,866083581;6,779205684;12,41899168;8,994169552;11,15709425
hsa:4968;7,26846278;4,984168133;9,338438429;7,760392083;8,875497647
hsa:4969;8,361092489;5,206059875;9,74253845;11,85880471;7,575161033
hsa:4973;10,61038817;3,849999259;8,534497434;7,824926928;7,393175914
hsa:4975;6,553527927;4,374343989;5,529820947;6,949534933;5,419538892
hsa:4976;7,195154491;5,556218727;9,680033122;8,583025038;9,277633634
hsa:4978;6,545073329;7,510927839;7,428542027;7,623535318;5,719704211
hsa:4810;6,67802911;5,173744498;7,76182614;Nan;Nan
hsa:4982;7,372769312;3,652000192;7,580092895;9,217880192;4,978268605
hsa:4983;6,756583008;9,626493894;15,12720846;10,90064797;13,25527943
hsa:4985;7,453352954;3,282439805;5,307428525;6,787380222;8,495455333
hsa:4986;6,756476263;4,203874415;6,981880461;7,173217399;8,856736756
hsa:4987;6,647242493;4,878900795;9,408238903;7,574778121;9,207090643
hsa:4988;6,609742938;3,232757998;10,03639369;6,681894009;6,047374054
hsa:4990;6,594694842;3,876762491;9,269360484;6,589448912;7,842350343
hsa:4991;6,586982362;4,372952098;10,04957632;7,004883364;8,09117089
hsa:4992;6,865510587;4,99004722;10,89041629;8,319961083;10,76213285
hsa:4993;6,551811294;-0,089267338;10,38597022;7,745096122;8,523953939
hsa:4994;6,78276238;4,21490191;6,211401637;7,055314977;5,339850003
hsa:4995;6,788359449;4,319039816;9,192292814;6,420347653;7,988116585
hsa:4998;6,72406358;3,945148611;7,512542955;6,985819172;8,084808388
hsa:4999;6,938532808;6,114367025;9,887418303;7,756556323;6,020146573
hsa:5000;6,587039388;6,428859557;11,25723507;7,863779288;7,657290165
hsa:5001;6,712510057;2,952272829;9,668759838;6,582452677;6,380477745
hsa:5002;6,775217773;5,874059203;9,745001974;7,146329373;12,86223053
hsa:4837;Nan;Nan;9,118334407;11,82040695;15,09254694
hsa:5004;Nan;4,254810701;9,840610267;6,552246264;17,6476687
hsa:5007;7,712609536;5,127451622;11,45763997;9,046464128;10,96691825
hsa:5008;7,684902874;2,234776213;8,366547072;7,681301671;4,986410935
hsa:5009;6,767310502;3,649615459;6,159871337;6,786531021;11,53055265
hsa:5010;8,542006485;4,297511564;8,936000029;7,89562375;9,886001351
hsa:5016;6,597796329;5,390254956;10,27740365;8,263020317;10,49715327
hsa:5017;6,404019214;3,163349577;12,34239442;7,563089473;5,22881869
hsa:5018;8,935969434;7,473949222;14,26920705;9,647292921;11,37155886
hsa:5019;6,55198351;5,911832518;11,4705572;8,795439037;6,772149591
hsa:5020;6,613133796;7,375560793;6,205548911;7,775030782;10,51303667
hsa:5021;6,957125264;4,215678597;8,20701432;6,640071368;8,341630009
hsa:5023;6,75151728;4,841469999;8,287250643;8,650563533;8,892998093
hsa:5024;6,587433079;3,965322548;7,777419716;6,048281967;8,192292814
hsa:5025;6,909665114;5,873813198;8,944272818;8,252750573;9,97384084
hsa:5026;Nan;Nan;9,156841525;9,134960173;9,839203788
hsa:5027;6,815229571;3,485426827;7,025055895;8,194269309;8,460251099
hsa:5028;7,994401499;9,794563886;10,48930221;6,789677092;8,173926932
hsa:5029;6,527524179;3,621758857;11,42243275;7,3200604;4,822730148
hsa:5030;6,751477111;3,731183242;9,7370783;6,851449229;8,644577357
hsa:5031;6,638257511;3,642701572;10,64970527;9,189523142;9,210671344
hsa:5033;7,64370013;6,370060425;9,997651258;8,608506186;7,254556252
hsa:5034;8,668814088;4,677212576;13,14615847;10,39644521;15,26068536
hsa:5036;Nan;4,099859416;Nan;Nan;Nan
hsa:5037;8,631115199;8,970761671;14,37313516;11,02996649;15,90435141
hsa:5042;Nan;8,277426897;Nan;Nan;Nan
hsa:5045;9,278530767;7,309430878;10,26982798;7,713530863;12,79990892
hsa:5046;Nan;Nan;7,757367529;7,286985729;10,96570665
hsa:5047;6,644992763;3,84899843;6,259272487;6,852523267;9,029839349
hsa:5048;7,613207482;6,484885177;12,33324576;9,214979426;9,419375826
hsa:5049;6,984327308;6,442440802;8,788228238;6,842048572;6,849248703
hsa:5050;6,872348602;7,021590768;7,224966365;7,493070858;5,343407822
hsa:5051;6,840161067;5,005599695;9,971175226;7,071698374;9,549126784
hsa:5052;9,152052207;9,903445056;14,97897853;11,53180056;14,98905295
hsa:5054;7,968494005;2,406694464;6,887505134;9,886806667;8,82317854
hsa:5055;8,042911121;1,550900665;5,892391026;6,319211469;6,760220946
hsa:5058;7,411714349;5,29714489;10,67262596;6,855616023;5,022367813
hsa:5062;7,408271719;5,575150029;9,721973656;7,855714301;8,434098291
hsa:5063;6,73306957;8,271969024;7,549719557;7,8319775;8,091122805
hsa:5064;7,089905483;7,055065473;9,561287945;8,240185512;9,698010062
hsa:5066;7,627242033;11,49491322;14,50449944;11,746653;8,764279155
hsa:5068;Nan;3,177917792;Nan;Nan;Nan
hsa:5069;6,861111726;2,856575462;8,122946344;7,028711843;6,86755792
hsa:5071;6,607985185;3,264924298;9,238240789;6,818837782;8,447496547
hsa:5073;8,955123874;9,727988505;9,857670036;8,864313071;10,4649541
hsa:5074;7,589448912;5,012402966;8,539854122;8,122062627;8,465955884
hsa:5075;6,462358303;2,682889266;8,615911145;7,656439165;7,993787563
hsa:5076;6,67749371;3,672047681;7,372105908;6,800221324;8,056928574
hsa:5077;6,776011171;4,237825563;8,574068811;7,752816525;6,89154192
hsa:4905;Nan;Nan;11,34861751;8,873773219;10,99950681
hsa:5078;6,662248233;3,017268646;8,935309277;6,861252187;6,608627957
hsa:5079;6,551029911;3,716663561;7,020991615;7,595077572;8,191435778
hsa:5080;6,732189755;9,731603882;6,019887292;6,942373748;7,011227255
hsa:5081;6,811257822;;10,00466708;7,30628047;7,387155718
hsa:5082;6,761218776;8,000249021;9,717671508;8,549726709;7,91134021
hsa:5083;6,723462998;3,438292852;8,643988412;7,831205887;7,774128144
hsa:5087;7,984258942;7,728033799;11,90237776;9,55513291;7,069797695
hsa:5089;10,17023805;2,003010168;10,21539612;7,720514526;9,149974953
hsa:5090;6,634321721;5,926107244;10,79984823;8,801469102;10,99498978
hsa:5091;6,645804813;4,163498732;8,751878752;6,959596298;11,74659829
hsa:5092;7,673463322;7,306881946;12,48273234;8,792744752;12,90891796
hsa:5093;8,554166725;7,738430088;14,56783133;10,90734888;12,76111487
hsa:5094;Nan;2,811471031;Nan;Nan;Nan
hsa:5095;7,283097616;4,612026288;11,84534845;6,994506312;7,004600607
